PLAYER_ID,PLAYER_NAME,PRIMARY_POS,HEIGHT_CM,WEIGHT_KG,G,A,GP,PPG,PIM,LEAGUE_YEAR
9076,Steve B・Egin,C,173,75,4,4,36,0.222222222222222,22,2012-2013
9079,Patrice Bergeron,C,183,83,32,47,65,1.21538461538462,30,2018-2019
9081,Todd Bertuzzi,RW,175,78,9,7,59,0.271186440677966,40,2013-2014
9084,Derek Boogaard,LW,178,84,1,1,22,0.0909090909090909,45,2010-2011
9086,Pierre-Marc Bouchard,C,180,75,4,5,28,0.321428571428571,12,2013-2014
9087,Philippe Boucher,D,183,84,3,6,41,0.219512195121951,39,2008-2009
9091,Johnny Boychuk,D,183,84,3,16,74,0.256756756756757,25,2018-2019
9092,Brad Boyes,RW,176,74,8,16,60,0.4,12,2015-2016
9093,Matt Bradley,RW,175,76,3,5,45,0.177777777777778,31,2011-2012
9094,Donald Brashear,LW,178,79,0,1,36,0.0277777777777778,73,2009-2010
9095,Eric Brewer,D,173,78,3,8,44,0.25,36,2014-2015
9097,Kyle Brodziak,C,183,84,6,3,70,0.128571428571429,33,2018-2019
9098,Curtis Brown,C,185,91,5,4,33,0.272727272727273,10,2007-2008
9099,Dustin Brown,RW,179,77,22,29,72,0.708333333333333,24,2018-2019
9100,Sean Brown,D,175,75,1,11,47,0.25531914893617,35,2005-2006
9101,Andrew Brunette,LW,178,77,12,15,78,0.346153846153846,4,2011-2012
9103,Brent Burns,D,187,88,16,67,82,1.01219512195122,34,2018-2019
9104,Michael Cammalleri,W,191,93,7,22,66,0.439393939393939,18,2017-2018
9105,Gregory Campbell,C,180,78,3,8,82,0.134146341463415,78,2015-2016
9106,Chris Campoli,D,188,91,2,9,43,0.255813953488372,8,2011-2012
9107,Matt Carkner,D,178,68,0,3,53,0.0566037735849057,149,2013-2014
9109,Keith Carney,D,178,86,1,10,61,0.180327868852459,42,2007-2008
9117,Carlo Colaiacovo,D,182,90,1,4,36,0.138888888888889,10,2015-2016
9119,Mike Commodore,D,188,87,0,2,30,0.0666666666666667,38,2011-2012
9121,Craig Conroy,C,185,84,2,0,18,0.111111111111111,8,2010-2011
9122,Joe Corvo,D,183,82,3,7,25,0.4,10,2013-2014
9123,Jean-Philippe C・Et・E,D,188,77,0,4,19,0.210526315789474,22,2013-2014
9125,Jeff Cowan,LW,191,91,0,1,46,0.0217391304347826,110,2007-2008
9127,Jassen Cullimore,D,173,77,0,8,36,0.222222222222222,8,2010-2011
9128,Trevor Daley,D,175,75,2,6,44,0.181818181818182,12,2018-2019
9129,Kevin Dallman,D,178,79,3,4,34,0.205882352941176,4,2007-2008
9133,ﾉric Desjardins,D,188,80,4,20,45,0.533333333333333,56,2005-2006
9135,Boyd Devereaux,LW,176,86,6,5,23,0.478260869565217,2,2008-2009
9136,Chris Dingman,LW,183,86,0,1,34,0.0294117647058824,22,2005-2006
9137,Shane Doan,RW,185,86,6,21,74,0.364864864864865,48,2016-2017
9141,Dallas Drake,LW,180,77,3,3,65,0.0923076923076923,41,2007-2008
9142,Kris Draper,C,191,92,6,5,47,0.234042553191489,12,2010-2011
9143,Mark Eaton,D,185,82,0,0,23,0,4,2012-2013
9147,Steve Eminger,D,183,79,0,3,35,0.0857142857142857,8,2012-2013
9149,B.J. Crombeen,RW,188,82,3,3,58,0.103448275862069,79,2014-2015
9150,Jim Fahey,D,188,88,0,1,13,0.0769230769230769,2,2006-2007
9152,Vernon Fiddler,C,185,88,2,2,59,0.0677966101694915,66,2016-2017
9153,Jeff Finger,D,185,95,2,8,39,0.256410256410256,20,2009-2010
9154,Tom Fitzgerald,RW,180,78,4,6,71,0.140845070422535,40,2005-2006
9155,Rory Fitzpatrick,D,183,86,0,1,19,0.0526315789473684,11,2007-2008
9156,Kurtis Foster,D,195,93,1,4,23,0.217391304347826,25,2012-2013
9157,Adam Foote,D,185,91,0,8,47,0.170212765957447,33,2010-2011
9158,Matt Foy,RW,183,88,4,4,28,0.285714285714286,28,2007-2008
9159,Jeff Friesen,LW,185,98,6,6,72,0.166666666666667,34,2006-2007
9160,Mitch Fritz,LW,183,87,0,0,20,0,42,2008-2009
9161,Mark Giordano,D,178,75,17,57,78,0.948717948717949,69,2018-2019
9162,Tim Gleason,D,183,93,1,8,72,0.125,55,2014-2015
9163,Eric Godard,RW,185,89,0,3,19,0.157894736842105,105,2010-2011
9164,Josh Gorges,D,180,75,0,2,34,0.0588235294117647,17,2017-2018
9167,Chris Gratton,C,178,86,0,3,24,0.125,12,2008-2009
9168,Travis Green,C,173,82,1,1,31,0.0645161290322581,27,2006-2007
9169,Andy Greene,D,180,79,5,20,82,0.304878048780488,16,2018-2019
9171,Mike Grier,RW,188,102,5,11,73,0.219178082191781,12,2010-2011
9177,Martin Strbak,D,183,84,5,11,49,0.326530612244898,46,2003-2004
9179,Maxim Sushinsky,RW,185,86,7,4,30,0.366666666666667,29,2000-2001
9180,Drew Stafford,RW,178,88,5,8,57,0.228070175438596,18,2018-2019
9183,Marc Staal,D,185,83,3,10,79,0.164556962025316,32,2018-2019
9185,Luc Bourdon,D,186,85,2,0,27,0.0740740740740741,20,2007-2008
9186,Steve Downie,RW,182,95,3,3,26,0.230769230769231,53,2015-2016
9187,Andrew Cogliano,LW,178,79,6,11,78,0.217948717948718,22,2018-2019
9188,Kris Russell,D,183,82,3,13,72,0.222222222222222,27,2018-2019
9189,Kris Letang,D,178,85,16,40,65,0.861538461538462,48,2018-2019
9190,Blake Comeau,LW,193,90,7,11,77,0.233766233766234,42,2018-2019
9191,Dustin Boyd,C,185,87,1,0,10,0.1,2,2010-2011
9192,Kyle Chipchura,C,193,97,4,8,70,0.171428571428571,38,2015-2016
9194,Guillaume Latendresse,LW,185,84,6,4,27,0.37037037037037,8,2012-2013
9198,Cam Barker,D,185,93,0,2,14,0.142857142857143,4,2012-2013
9199,Tom Pyatt,W,191,91,0,2,37,0.0540540540540541,2,2018-2019
9204,Taylor Chorney,D,180,89,1,3,25,0.16,8,2017-2018
9205,Jack Johnson,D,191,93,1,12,82,0.158536585365854,41,2018-2019
9206,Chris Butler,D,175,80,1,1,13,0.153846153846154,0,2018-2019
9207,Erik Johnson,D,175,71,7,18,80,0.3125,38,2018-2019
9209,T.J. Oshie,RW,180,80,25,29,69,0.782608695652174,36,2018-2019
9210,Bobby Ryan,RW,174,82,15,27,78,0.538461538461538,35,2018-2019
9214,Matt Niskanen,D,178,73,8,17,80,0.3125,41,2018-2019
9215,Blake Wheeler,RW,183,73,20,71,82,1.10975609756098,60,2018-2019
9217,Jack Skille,RW,182,80,5,4,55,0.163636363636364,12,2016-2017
9220,Peter Mueller,C,173,85,8,9,43,0.395348837209302,18,2012-2013
9223,John Tavares,C,178,77,47,41,82,1.07317073170732,34,2018-2019
9226,David Krejci,C,188,87,20,53,81,0.901234567901235,16,2018-2019
9227,Vladim・Er Sobotka,C,194,86,5,8,69,0.188405797101449,26,2018-2019
9230,Jakub Kindl,D,175,73,0,4,39,0.102564102564103,28,2016-2017
9238,Martins Karsums,LW,185,87,1,5,24,0.25,6,2008-2009
9244,Boris Val・Ebik,D,180,86,0,2,23,0.0869565217391304,36,2009-2010
9249,Andrej Sekera,D,185,88,0,4,24,0.166666666666667,6,2018-2019
9253,Alexei Yemelin,D,170,66,1,8,76,0.118421052631579,40,2017-2018
9255,Enver Lisin,RW,178,86,6,8,57,0.245614035087719,18,2009-2010
9256,Ilya Zubov,C,178,79,0,2,10,0.2,0,2008-2009
9258,Nikolai Kulyomin,LW,184,85,1,2,13,0.230769230769231,0,2017-2018
9285,Jakub Voracek,RW,188,80,20,46,78,0.846153846153846,25,2018-2019
9300,Artyom Anisimov,C,180,91,15,22,78,0.474358974358974,14,2018-2019
9305,Alexander Vasyunov,LW,183,89,1,4,18,0.277777777777778,0,2010-2011
9312,Blake Geoffrion,C,188,93,2,3,35,0.142857142857143,27,2011-2012
9319,Jim O'Brien,C,180,81,0,1,10,0.1,0,2017-2018
9324,James van Riemsdyk,LW,175,73,27,21,66,0.727272727272727,18,2018-2019
9325,Colin Wilson,LW,180,79,12,15,65,0.415384615384615,8,2018-2019
9326,Patrick Kane,RW,186,90,44,66,81,1.35802469135802,22,2018-2019
9331,Matt Corrente,D,178,88,0,6,22,0.272727272727273,44,2010-2011
9336,Jamie McGinn,LW,175,68,4,3,19,0.368421052631579,6,2018-2019
9337,Ben Maxwell,C,180,82,1,5,15,0.4,2,2011-2012
9339,Brandon Sutter,C,175,70,4,2,26,0.230769230769231,6,2018-2019
9345,Shawn Matthias,LW,191,88,1,2,27,0.111111111111111,10,2017-2018
9348,Cory Emmerton,C,188,81,0,2,18,0.111111111111111,4,2013-2014
9359,Cal Clutterbuck,RW,175,77,8,15,73,0.315068493150685,44,2018-2019
9360,Devin Setoguchi,RW,183,84,4,8,45,0.266666666666667,14,2016-2017
9362,James Neal,RW,180,86,7,12,63,0.301587301587302,28,2018-2019
9364,Richard Clune,LW,178,82,0,4,19,0.210526315789474,22,2015-2016
9366,Derick Brassard,C,191,100,14,9,70,0.328571428571429,39,2018-2019
9401,Mark Stuart,D,183,79,2,2,42,0.0952380952380952,27,2016-2017
9402,David Booth,LW,178,79,4,1,28,0.178571428571429,10,2017-2018
9409,Tim Wallace,C,180,89,1,1,28,0.0714285714285714,17,2012-2013
9410,T.J. Hensick,C,188,84,1,2,13,0.230769230769231,2,2010-2011
9412,Mike Brown,RW,184,92,2,3,58,0.0862068965517241,90,2015-2016
9418,Matt Hunwick,D,188,88,0,2,14,0.142857142857143,4,2018-2019
9434,Dan Fritsche,C,183,98,5,8,50,0.26,12,2008-2009
9435,Alex Goligoski,D,191,83,3,24,76,0.355263157894737,16,2018-2019
9437,Ryan Callahan,RW,183,80,7,10,52,0.326923076923077,14,2018-2019
9443,Ryan Shannon,C,185,91,4,8,45,0.266666666666667,10,2011-2012
9444,Matt Jones,D,170,75,0,2,45,0.0444444444444444,10,2007-2008
9447,Brett Lebda,D,178,76,1,3,30,0.133333333333333,14,2011-2012
9449,Erik Reitz,D,178,82,1,1,42,0.0476190476190476,65,2008-2009
9466,Jeremy Colliton,C,183,88,2,1,15,0.2,10,2010-2011
9468,Daniel Carcillo,LW,179,88,4,4,39,0.205128205128205,54,2014-2015
9473,Paul Bissonnette,LW,188,93,2,6,39,0.205128205128205,53,2013-2014
9476,Mike Green,D,174,73,5,21,43,0.604651162790698,28,2018-2019
9477,Braydon Coburn,D,185,92,4,19,74,0.310810810810811,34,2018-2019
9486,Kris Versteeg,RW,185,98,3,5,24,0.333333333333333,6,2017-2018
9496,Liam Reddox,LW,191,82,1,9,44,0.227272727272727,20,2010-2011
9498,Aaron Gagnon,C,180,83,3,0,10,0.3,2,2012-2013
9503,Nigel Dawes,LW,172,71,0,1,13,0.0769230769230769,0,2010-2011
9505,Shea Weber,D,190,85,14,19,58,0.568965517241379,28,2018-2019
9506,Derek Meech,D,180,77,0,1,16,0.0625,2,2012-2013
9508,Tim Brent,C,188,77,0,3,30,0.1,8,2012-2013
9509,Jeff Tambellini,LW,178,80,9,8,62,0.274193548387097,18,2010-2011
9511,Maxime Talbot,C,181,75,2,5,38,0.184210526315789,15,2015-2016
9512,Scottie Upshall,LW,188,88,7,12,63,0.301587301587302,46,2017-2018
9513,Boyd Gordon,C,170,77,1,0,13,0.0769230769230769,2,2016-2017
9515,Jordin Tootoo,RW,188,91,2,1,50,0.06,28,2016-2017
9516,Jeff Woywitka,D,191,95,1,5,27,0.222222222222222,8,2011-2012
9518,Brooks Laich,C,180,79,0,1,12,0.0833333333333333,6,2017-2018
9519,Ian White,D,183,96,2,2,25,0.16,4,2012-2013
9522,Jay Harrison,D,188,88,3,6,55,0.163636363636364,65,2014-2015
9595,Denis Arkhipov,C,178,81,10,17,79,0.341772151898734,54,2006-2007
9602,Alexander Suglobov,RW,183,93,0,0,14,0,4,2006-2007
9607,Petr Kanko,RW,180,79,1,0,10,0.1,0,2005-2006
9612,Kamil Kreps,C,188,95,5,9,76,0.184210526315789,18,2009-2010
9613,Tomas Fleischmann,LW,187,84,14,11,76,0.328947368421053,32,2015-2016
9616,Lukas Kaspar,LW,163,61,2,2,13,0.307692307692308,8,2008-2009
9621,Roman Pol・Ek,D,185,84,1,8,77,0.116883116883117,69,2018-2019
9629,Karel Rachunek,D,191,100,4,9,47,0.276595744680851,40,2007-2008
9633,Petr Vrana,C,175,77,1,0,16,0.0625,2,2008-2009
9634,Milan Bartovic,RW,171,80,1,6,24,0.291666666666667,8,2005-2006
9642,Tomas Kopecky,W,171,68,2,6,64,0.125,28,2014-2015
9653,Sergei Kostitsyn,RW,191,104,3,12,46,0.326086956521739,11,2012-2013
9663,Peter Sejna,LW,188,91,2,1,21,0.142857142857143,4,2006-2007
9664,Michel Riesen,RW,171,75,0,1,12,0.0833333333333333,4,2000-2001
9667,St・Ephane Quintal,D,183,79,3,5,73,0.10958904109589,82,2003-2004
9669,Tyler Wright,C,185,86,2,6,43,0.186046511627907,51,2005-2006
9670,Dan McGillis,D,175,70,0,6,27,0.222222222222222,36,2005-2006
9674,Owen Nolan,RW,194,104,16,17,73,0.452054794520548,40,2009-2010
9678,Wayne Gretzky,C,192,100,9,53,70,0.885714285714286,14,1998-1999
9679,Mario Lemieux,C,191,95,7,15,26,0.846153846153846,16,2005-2006
9682,Kevin Bieksa,D,183,87,0,8,59,0.135593220338983,83,2017-2018
9685,Ramzi Abid,LW,180,73,1,4,13,0.384615384615385,13,2006-2007
9688,Francis Lessard,RW,175,82,0,0,24,0,78,2010-2011
9709,Tim Stapleton,C,180,87,11,16,63,0.428571428571429,10,2011-2012
9718,Thomas P・Eck,D,180,75,1,2,59,0.0508474576271186,35,2008-2009
9736,Tim Sestito,C,186,86,0,2,15,0.133333333333333,33,2014-2015
9744,Matt Moulson,LW,183,83,0,0,14,0,2,2017-2018
9799,Christian Folin,D,175,79,0,6,45,0.133333333333333,27,2018-2019
9878,Erik Karlsson,D,188,86,3,42,53,0.849056603773585,22,2018-2019
9985,Dennis Rasmussen,C,191,91,1,3,27,0.148148148148148,8,2017-2018
10014,Melker Karlsson,C,190,80,12,4,79,0.20253164556962,26,2018-2019
10065,Tim Heed,D,188,77,2,11,37,0.351351351351351,10,2018-2019
10157,Jordan Staal,C,188,79,11,17,50,0.56,26,2018-2019
10191,Jeff Hamilton,C,180,79,3,3,15,0.4,4,2008-2009
10195,Alexander Korolyuk,RW,173,70,19,18,63,0.587301587301587,18,2003-2004
10196,Adam Burish,RW,185,89,1,2,20,0.15,33,2014-2015
10207,Riley Cote,LW,183,86,0,0,15,0,24,2009-2010
10211,Brad Richardson,C,178,75,19,8,66,0.409090909090909,22,2018-2019
10212,Paul Stastny,C,189,96,13,29,50,0.84,30,2018-2019
10213,Bates Battaglia,LW,180,104,0,0,13,0,7,2007-2008
10214,Johnny Pohl,C,173,75,1,4,33,0.151515151515152,10,2007-2008
10218,Marc-ﾉdouard Vlasic,D,185,88,3,22,72,0.347222222222222,10,2018-2019
10220,Greg Zanon,D,185,80,0,6,44,0.136363636363636,28,2012-2013
10221,Nikita Alexeyev,RW,180,84,12,11,78,0.294871794871795,12,2006-2007
10222,ﾉric Perrin,C,185,91,7,16,78,0.294871794871795,36,2008-2009
10224,Alexandre Burrows,RW,183,77,6,8,71,0.197183098591549,59,2017-2018
10226,Bruno Gervais,D,178,79,1,5,37,0.162162162162162,10,2012-2013
10229,Brent Sopel,D,178,79,2,5,71,0.0985915492957746,16,2010-2011
10232,Travis Zajac,C,180,80,19,27,80,0.575,20,2018-2019
10233,Aaron Johnson,D,183,82,0,0,10,0,10,2012-2013
10234,Mark Hartigan,C,180,91,3,1,23,0.173913043478261,16,2007-2008
10236,Jason York,D,183,93,1,7,49,0.163265306122449,32,2006-2007
10245,Josh Gratton,LW,180,86,1,2,19,0.157894736842105,57,2008-2009
10247,Keith Yandle,D,195,89,9,53,82,0.75609756097561,50,2018-2019
10253,Ryan Bayda,LW,183,84,5,7,70,0.171428571428571,26,2008-2009
10257,Alex Brooks,D,183,75,0,1,19,0.0526315789473684,4,2006-2007
10259,Ben Ondrus,RW,183,79,0,0,11,0,34,2008-2009
10260,Brandon Bochenski,RW,180,85,4,9,28,0.464285714285714,2,2009-2010
10261,Nate Thompson,C,163,57,5,8,78,0.166666666666667,17,2018-2019
10292,Greg Mauldin,C,185,88,5,5,29,0.344827586206897,8,2010-2011
10302,Matt Lashoff,D,178,84,0,1,11,0.0909090909090909,6,2010-2011
10315,Simon Gamache,LW,180,84,2,2,11,0.363636363636364,6,2007-2008
10326,Randy Jones,D,183,82,1,1,39,0.0512820512820513,8,2011-2012
10351,Michael Ryan,C,191,91,0,2,18,0.111111111111111,2,2008-2009
10352,Eric Fehr,C,191,86,7,8,72,0.208333333333333,30,2018-2019
10353,Nathan McIver,D,178,86,0,1,18,0.0555555555555556,36,2008-2009
10366,Kyle Quincey,D,175,82,0,3,18,0.166666666666667,28,2017-2018
10372,Joe Pavelski,C,173,70,38,26,75,0.853333333333333,22,2018-2019
10383,Patrik Nemeth,D,174,70,1,9,74,0.135135135135135,53,2018-2019
10393,Gabriel Landeskog,LW,178,84,34,41,73,1.02739726027397,51,2018-2019
10399,Travis Roche,D,185,100,6,13,50,0.38,22,2006-2007
10403,Mark Flood,D,193,100,3,4,33,0.212121212121212,10,2011-2012
10404,Tim Conboy,D,189,82,0,0,12,0,24,2009-2010
10406,Brett Carson,D,180,85,0,1,10,0.1,0,2012-2013
10409,Patrick Dwyer,RW,179,90,5,7,71,0.169014084507042,10,2014-2015
10411,Cody McLeod,LW,188,95,1,0,38,0.0263157894736842,67,2018-2019
10418,Andrew Ebbett,C,185,92,1,5,24,0.25,2,2014-2015
10425,Sam Gagner,C,188,94,6,7,32,0.40625,14,2018-2019
10426,Bryan Little,C,185,79,15,26,82,0.5,26,2018-2019
10430,Drew Doughty,D,175,81,8,37,82,0.548780487804878,44,2018-2019
10431,Cody Franson,D,198,107,1,6,23,0.304347826086957,8,2017-2018
10432,Dustin Kohn,D,183,92,0,4,22,0.181818181818182,4,2009-2010
10435,Marc-Andr・E Cliche,C,190,99,2,5,74,0.0945945945945946,17,2014-2015
10437,Claude Giroux,C,175,71,22,63,82,1.03658536585366,24,2018-2019
10438,Darren Helm,C,180,83,7,10,61,0.278688524590164,20,2018-2019
10439,Brad Marchand,LW,180,84,36,64,79,1.26582278481013,96,2018-2019
10441,Mathieu Perreault,C,178,75,15,15,82,0.365853658536585,44,2018-2019
10442,Chris Stewart,RW,191,93,10,6,54,0.296296296296296,27,2017-2018
10449,Oskars Bartulis,D,179,78,0,0,13,0,4,2010-2011
10455,Tomas Vlasak,LW,183,84,1,3,10,0.4,2,2000-2001
10456,Billy Tibbetts,RW,180,84,0,0,11,0,12,2002-2003
10458,Kyle Okposo,RW,183,77,14,15,78,0.371794871794872,41,2018-2019
10460,Justin Abdelkader,LW,185,79,6,13,71,0.267605633802817,38,2018-2019
10461,Trevor Lewis,C,185,88,3,9,44,0.272727272727273,9,2018-2019
10481,Michal Repik,RW,180,84,2,3,17,0.294117647058824,6,2011-2012
10507,Kent Huskins,D,188,93,0,1,19,0.0526315789473684,4,2012-2013
10615,Yannick Weber,D,180,84,2,6,62,0.129032258064516,18,2018-2019
10621,Mathieu Darche,LW,185,93,5,7,61,0.19672131147541,18,2011-2012
10622,Mike Iggulden,RW,183,84,1,4,11,0.454545454545455,4,2008-2009
10632,Tom Cavanagh,C,188,86,1,1,17,0.117647058823529,4,2008-2009
10634,Justin Kurtz,D,185,84,3,5,27,0.296296296296296,14,2001-2002
10642,Brad Staubitz,RW,190,93,1,1,15,0.133333333333333,41,2012-2013
10645,Mike Maneluk,LW,180,84,5,1,39,0.153846153846154,33,2000-2001
10648,Alexandre Daigle,C,183,100,5,23,46,0.608695652173913,12,2005-2006
10667,Dustin Byfuglien,D,188,95,4,27,42,0.738095238095238,69,2018-2019
10669,Troy Brouwer,RW,188,85,12,9,75,0.28,47,2018-2019
10675,Nick Foligno,W,185,84,17,18,73,0.479452054794521,44,2018-2019
10699,Sascha Goc,D,180,82,0,0,11,0,4,2001-2002
10711,Oscar Lindberg,C,187,80,9,11,55,0.363636363636364,28,2018-2019
10713,Adam Larsson,D,183,89,3,17,82,0.24390243902439,44,2018-2019
10820,S・Ebastien Bordeleau,C,180,84,1,4,20,0.25,10,2001-2002
10822,Reto von Arx,C,178,84,3,1,19,0.210526315789474,4,2000-2001
10824,Josef Marha,C,185,86,0,3,15,0.2,6,2000-2001
10830,Aris Brimanis,D,185,86,0,0,13,0,4,2003-2004
10833,Landon Wilson,RW,178,80,2,6,27,0.296296296296296,21,2008-2009
10844,Oleg Petrov,LW,170,73,9,18,70,0.385714285714286,18,2002-2003
10845,Kamil Piros,C,181,88,1,1,17,0.117647058823529,4,2003-2004
10850,Robert Reichel,C,191,87,11,19,69,0.434782608695652,30,2003-2004
10858,Petr Sykora,RW,185,88,2,2,10,0.4,6,2005-2006
10860,Ales Pisa,D,171,73,1,3,51,0.0784313725490196,24,2002-2003
10863,Jaroslav Bednar,LW,178,79,1,1,13,0.153846153846154,4,2003-2004
10865,Josef Beranek,LW,183,95,9,14,70,0.328571428571429,43,2000-2001
10873,Jiri Dopita,C,188,90,1,5,21,0.285714285714286,11,2002-2003
10880,Erik Christensen,C,185,93,7,5,49,0.244897959183673,8,2011-2012
10881,Mats Zuccarello,RW,182,78,12,28,48,0.833333333333333,24,2018-2019
10899,Lawrence Nycholat,D,178,84,0,1,19,0.0526315789473684,6,2008-2009
10908,Terry Yake,C,180,93,0,3,12,0.25,8,2000-2001
10958,Herberts Vasiljevs,C,183,95,3,2,18,0.277777777777778,2,2001-2002
10967,Jesper Fast,RW,193,91,8,12,66,0.303030303030303,26,2018-2019
10983,Aaron Rome,D,175,80,0,1,25,0.04,11,2013-2014
10984,Curtis Glencross,LW,182,85,13,22,71,0.492957746478873,45,2014-2015
10987,Bobby Allen,D,180,79,0,0,19,0,2,2007-2008
10988,Jeremy Reich,LW,183,86,2,2,58,0.0689655172413793,78,2007-2008
10990,Patrick Kaleta,RW,192,89,0,3,42,0.0714285714285714,36,2014-2015
10992,David Koci,D,185,91,1,0,35,0.0285714285714286,80,2010-2011
10994,Zenon Konopka,C,185,79,1,2,59,0.0508474576271186,88,2013-2014
10996,Junior Lessard,RW,183,77,1,1,21,0.0952380952380952,11,2007-2008
10997,Krys Barch,RW,183,88,0,4,55,0.0727272727272727,99,2013-2014
10998,Matt Ellis,LW,182,95,1,1,39,0.0512820512820513,4,2014-2015
11014,Joel Ward,RW,185,77,5,7,52,0.230769230769231,20,2017-2018
11016,Sheldon Brookbank,D,185,78,2,5,48,0.145833333333333,52,2013-2014
11019,Rod Pelley,C,178,84,2,1,52,0.0576923076923077,16,2011-2012
11020,Mark Fraser,D,189,88,0,4,34,0.117647058823529,55,2014-2015
11024,Brandon Dubinsky,C,183,86,6,8,61,0.229508196721311,36,2018-2019
11025,Dan Girardi,D,177,73,4,12,62,0.258064516129032,12,2018-2019
11032,Yannick Tremblay,D,185,77,1,2,12,0.25,12,2006-2007
11044,Alexei Morozov,RW,175,77,16,34,75,0.666666666666667,24,2003-2004
11053,Zach Hamill,C,175,84,0,2,16,0.125,4,2011-2012
11056,Ryan Russell,LW,183,84,2,0,41,0.0487804878048781,2,2011-2012
11057,Zach Boychuk,C,177,75,3,3,31,0.193548387096774,4,2014-2015
11098,Jordan Eberle,RW,180,80,19,18,78,0.474358974358974,17,2018-2019
11100,Colton Gillies,C,178,84,1,1,27,0.0740740740740741,17,2012-2013
11104,Milan Lucic,LW,180,83,6,14,79,0.253164556962025,91,2018-2019
11109,Logan Couture,C,180,75,27,43,81,0.864197530864197,22,2018-2019
11110,Bobby Sanguinetti,D,180,77,2,4,37,0.162162162162162,4,2012-2013
11113,Steven Stamkos,C,174,77,45,53,82,1.19512195121951,37,2018-2019
11121,James Sheppard,C,187,82,7,11,71,0.253521126760563,37,2014-2015
11122,David Desharnais,C,190,97,6,22,71,0.394366197183099,18,2017-2018
11123,David Perron,LW,191,86,23,23,57,0.807017543859649,46,2018-2019
11124,David Lalibert・E,RW,181,85,2,1,11,0.272727272727273,6,2009-2010
11231,Mike Weber,D,180,87,1,4,45,0.111111111111111,60,2015-2016
11251,P.K. Subban,D,180,76,9,22,63,0.492063492063492,60,2018-2019
11253,Cody Hodgson,C,177,70,3,5,39,0.205128205128205,6,2015-2016
11264,Phil Oreskovic,D,183,82,1,1,10,0.2,21,2008-2009
11317,Alex Pietrangelo,D,193,106,13,28,71,0.577464788732394,22,2018-2019
11319,Chris DiDomenico,C,188,88,6,4,24,0.416666666666667,8,2017-2018
11321,Adam McQuaid,D,183,73,3,4,50,0.14,42,2018-2019
11335,Kaspars Daugavins,W,183,79,1,3,25,0.16,9,2012-2013
11337,Steve Wagner,D,183,92,2,2,22,0.181818181818182,18,2008-2009
11345,Kyle Turris,C,190,90,7,16,55,0.418181818181818,33,2018-2019
11346,Bryan Bickell,LW,178,88,1,0,11,0.0909090909090909,4,2016-2017
11350,Olivier Magnan,D,169,77,0,0,18,0,4,2010-2011
11365,Teemu Hartikainen,C,185,91,1,2,23,0.130434782608696,6,2012-2013
11395,Mark Katic,D,175,83,0,1,11,0.0909090909090909,4,2010-2011
11400,Luke Schenn,D,191,88,0,2,26,0.0769230769230769,16,2018-2019
11405,Drew Miller,LW,180,82,5,2,55,0.127272727272727,18,2016-2017
11407,Denis Tolpeko,LW,183,82,1,5,26,0.230769230769231,24,2007-2008
11410,Ryan Jones,LW,191,92,2,4,52,0.115384615384615,40,2013-2014
11412,Tim Kennedy,C,185,82,2,6,37,0.216216216216216,4,2013-2014
11417,Mike Santorelli,C,184,90,9,9,70,0.257142857142857,8,2015-2016
11426,David Jones,RW,178,78,11,7,75,0.24,10,2015-2016
11427,Alex Biega,D,177,75,2,14,41,0.390243902439024,22,2018-2019
11429,Brian Boyle,C,185,77,18,6,73,0.328767123287671,38,2018-2019
11435,David Backes,C,183,84,7,13,70,0.285714285714286,31,2018-2019
11438,Torrey Mitchell,C,181,91,6,5,60,0.183333333333333,30,2017-2018
11456,Ian Cole,D,183,79,2,13,71,0.211267605633803,115,2018-2019
11458,Ryan McDonagh,D,180,75,9,37,82,0.560975609756098,34,2018-2019
11460,Kevin Shattenkirk,D,174,75,2,26,73,0.383561643835616,20,2018-2019
11463,Jimmy Hayes,RW,181,85,3,6,33,0.272727272727273,6,2017-2018
11466,Jordan Schroeder,C,175,84,1,1,21,0.0952380952380952,4,2017-2018
11479,Joe Callahan,D,180,86,0,1,27,0.037037037037037,12,2010-2011
11480,Daniel Winnik,W,181,90,6,17,81,0.283950617283951,27,2017-2018
11481,Bryan Helmer,D,185,93,0,3,12,0.25,2,2008-2009
11485,Karel Pilar,D,185,84,2,17,50,0.38,22,2003-2004
11486,Jaime Sifers,D,176,80,0,0,14,0,6,2009-2010
11487,John Mitchell,C,180,90,3,4,65,0.107692307692308,45,2016-2017
11497,Guillaume Desbiens,RW,183,86,0,0,10,0,25,2011-2012
11509,Jason Jaffray,LW,173,75,0,1,13,0.0769230769230769,7,2011-2012
11521,Greg Rallo,C,175,76,1,0,10,0.1,2,2012-2013
11535,Tyler Kennedy,C,188,86,3,13,50,0.32,14,2015-2016
11536,Ryan Stone,LW,178,82,0,6,27,0.222222222222222,48,2009-2010
11552,Chris Durno,LW,183,91,4,4,41,0.195121951219512,47,2009-2010
11554,Matt Hendricks,LW,178,79,0,3,26,0.115384615384615,19,2018-2019
11556,Dean Arsene,D,185,84,0,0,13,0,41,2009-2010
11564,Philippe Dupuis,C,185,79,0,0,30,0,16,2011-2012
11574,Todd Elik,C,183,105,4,12,31,0.516129032258065,16,1996-1997
11585,Mike Vernace,D,188,91,0,1,10,0.1,2,2010-2011
