PLAYER_ID,PLAYER_NAME,PRIMARY_POS,HEIGHT_CM,WEIGHT_KG,G,A,GP,PPG,PIM,LEAGUE_YEAR
18,David Printz,D,180,79,0,0,12,0,4,2006-2007
44,Christer Olsson,D,178,87,2,4,30,0.2,10,1996-1997
48,Tommy Sj・Edin,D,188,86,1,11,29,0.413793103448276,22,1993-1994
69,Niklas Kronwall,D,193,92,3,24,79,0.341772151898734,40,2018-2019
73,Leif Rohlin,D,188,82,2,8,40,0.25,8,1996-1997
75,Nils Ekman,LW,175,75,6,9,34,0.441176470588235,24,2006-2007
79,Johan Garpenl・Ev,RW,181,88,2,14,73,0.219178082191781,31,1999-2000
83,Ky・Esti Karjalainen,RW,195,113,1,8,28,0.321428571428571,12,1991-1992
89,Mathias Tj・Ernqvist,LW,191,93,4,7,78,0.141025641025641,34,2007-2008
97,Jonas Fr・Egren,D,183,86,1,6,41,0.170731707317073,28,2008-2009
108,J・Ergen J・Ensson,C,181,89,12,19,79,0.392405063291139,16,1999-2000
114,Rickard Wallin,C,185,91,2,7,60,0.15,20,2009-2010
117,Per Gustafsson,D,185,84,1,5,31,0.193548387096774,16,1997-1998
127,Johan Davidsson,C,182,92,3,4,19,0.368421052631579,2,1999-2000
155,Brandon Convery,C,191,104,2,7,15,0.6,12,1998-1999
183,Jonathan Hedstr・Em,LW,175,88,13,14,79,0.341772151898734,48,2005-2006
195,Peter Andersson,D,185,88,2,2,16,0.25,2,1993-1994
210,Frans Nielsen,C,183,87,10,25,72,0.486111111111111,14,2018-2019
213,Tomas Sandstr・Em,RW,177,80,15,17,58,0.551724137931034,42,1998-1999
229,Joakim Lindstr・Em,RW,193,102,4,6,53,0.188679245283019,12,2014-2015
236,Mattias Weinhandl,RW,188,93,1,1,12,0.166666666666667,10,2006-2007
250,Peter Popovic,D,180,93,1,6,60,0.116666666666667,48,2000-2001
259,Juha Lind,LW,185,90,3,4,47,0.148936170212766,4,2000-2001
281,Niklas Nordgren,RW,175,77,4,2,58,0.103448275862069,34,2005-2006
290,Christian B・Eckman,D,173,82,2,5,56,0.125,32,2008-2009
292,Magnus Johansson,D,183,75,0,14,45,0.311111111111111,18,2007-2008
297,Niklas Andersson,LW,173,75,0,1,11,0.0909090909090909,4,2000-2001
298,Mikael Andersson,W,181,82,2,6,55,0.145454545454545,4,1999-2000
299,Patrik Carnb・Eck,LW,189,87,6,12,34,0.529411764705882,34,1995-1996
305,Joel Lundqvist,C,183,93,1,5,43,0.13953488372093,20,2008-2009
342,Magnus Svensson,D,188,83,2,9,27,0.407407407407407,21,1995-1996
352,Robert Nilsson,LW,185,92,11,16,60,0.45,12,2009-2010
460,Alexander Steen,LW,178,75,10,17,65,0.415384615384615,14,2018-2019
467,Mats Sundin,C,178,84,9,19,41,0.682926829268293,28,2008-2009
471,Anders Eriksson,D,195,95,0,5,20,0.25,2,2009-2010
473,Fredrik Sj・Estr・Em,LW,178,79,2,3,66,0.0757575757575758,14,2010-2011
501,Jan Mertzig,D,174,85,0,2,23,0.0869565217391304,8,1998-1999
510,Jonas R・Ennqvist,C,183,81,0,4,38,0.105263157894737,14,2000-2001
513,Robert Burakovsky,RW,182,87,2,3,23,0.217391304347826,6,1993-1994
543,Staffan Kronwall,D,188,84,1,2,11,0.272727272727273,2,2009-2010
553,Antti T・Erm・Enen,LW,174,84,7,8,50,0.3,28,1995-1996
561,Tom Koivisto,D,183,91,2,4,22,0.272727272727273,10,2002-2003
580,Richard Lintner,D,183,91,4,2,29,0.206896551724138,10,2002-2003
581,Chris Govedaris,LW,187,102,2,2,12,0.333333333333333,14,1993-1994
594,Tobias Enstr・Em,D,180,86,1,5,43,0.13953488372093,20,2017-2018
665,Carl S・Ederberg,C,180,84,23,26,82,0.597560975609756,26,2018-2019
666,Miroslav Satan,RW,191,93,9,5,38,0.368421052631579,12,2009-2010
683,Loui Eriksson,LW,178,75,11,18,81,0.358024691358025,22,2018-2019
692,Ulf Dahl・En,RW,183,86,17,20,63,0.587301587301587,14,2002-2003
693,Michael Nylander,C,175,79,9,24,72,0.458333333333333,32,2008-2009
694,Per-Johan Axelsson,LW,183,77,6,24,75,0.4,16,2008-2009
695,Daniel Tj・Ernqvist,D,183,76,2,2,37,0.108108108108108,8,2008-2009
696,Andreas Johansson,LW,185,85,12,15,47,0.574468085106383,26,2003-2004
697,Markus N・Eslund,LW,183,88,24,22,82,0.560975609756098,57,2008-2009
698,Kim Johnsson,D,183,86,7,10,60,0.283333333333333,30,2009-2010
702,Daniel Alfredsson,RW,175,77,18,31,68,0.720588235294118,10,2013-2014
703,Erik Andersson,LW,186,92,2,1,12,0.25,8,1997-1998
708,Josef Boumedienne,D,175,75,2,12,37,0.378378378378378,30,2003-2004
709,Andreas Dackell,LW,188,88,4,8,60,0.2,10,2003-2004
712,Tomas Holmstr・Em,RW,170,82,11,13,74,0.324324324324324,40,2011-2012
713,Niclas H・Evelid,D,175,77,2,17,78,0.243589743589744,48,2008-2009
715,Hans Jonsson,D,175,82,1,4,63,0.0793650793650794,36,2002-2003
717,Kenny J・Ensson,D,175,73,5,24,79,0.367088607594937,22,2003-2004
719,Andreas Karlsson,C,178,82,2,2,58,0.0689655172413793,10,2007-2008
722,Nicklas Lidstr・Em,D,196,95,11,23,70,0.485714285714286,28,2011-2012
723,Johan Lindbom,RW,185,85,1,3,38,0.105263157894737,28,1997-1998
727,Fredrik Modin,LW,183,88,7,3,40,0.25,14,2010-2011
728,Marcus Nilson,RW,173,79,3,2,47,0.106382978723404,4,2007-2008
730,Fredrik Olausson,D,180,86,2,6,44,0.181818181818182,22,2002-2003
731,Ricard Persson,D,185,88,2,7,34,0.264705882352941,42,2001-2002
732,Samuel P・Ehlsson,C,185,88,4,13,80,0.2125,34,2011-2012
733,Marcus Ragnarsson,D,178,77,7,9,70,0.228571428571429,58,2003-2004
736,Mikael Samuelsson,RW,180,79,1,2,26,0.115384615384615,6,2013-2014
738,Henrik Sedin,C,178,82,3,47,82,0.609756097560976,30,2017-2018
740,Niklas Sundstr・Em,C,188,84,6,9,55,0.272727272727273,30,2005-2006
741,Per Svartvadet,C,180,84,1,7,62,0.129032258064516,8,2002-2003
744,Dick T・Ernstr・Em,D,185,82,3,11,48,0.291666666666667,52,2007-2008
745,Niclas Wallin,D,186,82,3,5,74,0.108108108108108,46,2010-2011
748,Johan Witehall,LW,185,82,1,4,41,0.121951219512195,14,2000-2001
750,Mattias Norstr・Em,D,173,71,2,11,66,0.196969696969697,40,2007-2008
752,Jimmie ﾖlvestad,LW,175,75,0,3,37,0.0810810810810811,16,2002-2003
754,Michael Holmqvist,C,179,79,6,7,63,0.206349206349206,31,2006-2007
868,Kari Haakana,D,183,84,0,0,13,0,4,2002-2003
1015,Johnny Oduya,D,178,75,4,4,52,0.153846153846154,32,2017-2018
1020,Dan Trebil,D,185,78,0,0,26,0,7,2000-2001
1346,Jonathan Ericsson,D,185,79,3,2,52,0.0961538461538462,35,2018-2019
1357,Brett Harkins,LW,185,84,2,12,25,0.56,8,2001-2002
1435,Roger Johansson,D,170,78,1,0,11,0.0909090909090909,6,1994-1995
1445,Jan Erixon,LW,188,92,5,11,45,0.355555555555556,10,1992-1993
1447,Peter Sundstr・Em,LW,185,90,1,2,21,0.142857142857143,4,1989-1990
1449,Kjell Dahlin,F,180,83,13,12,48,0.520833333333333,6,1987-1988
1453,Peter Andersson,D,188,86,7,24,73,0.424657534246575,40,1985-1986
1455,Tomas Jonsson,D,181,89,10,33,73,0.589041095890411,56,1988-1989
1457,Mats N・Eslund,LW,195,99,8,14,34,0.647058823529412,4,1994-1995
1458,Thomas Eriksson,D,185,91,0,4,43,0.0930232558139535,16,1985-1986
1459,Thomas Steen,C,178,80,5,10,31,0.483870967741935,14,1994-1995
1474,Jonas Bergqvist,RW,185,89,2,5,22,0.318181818181818,10,1989-1990
1476,Mikael Lindholm,C,178,82,2,2,18,0.222222222222222,2,1989-1990
1479,Peter Eriksson,LW,180,86,3,3,20,0.3,24,1989-1990
1486,Ulf Samuelsson,D,181,83,1,2,49,0.0612244897959184,58,1999-2000
1487,Kjell Samuelsson,D,188,91,1,4,46,0.108695652173913,38,1998-1999
1488,Robert Nordmark,D,191,100,2,6,45,0.177777777777778,63,1990-1991
1492,Anders Carlsson,C,183,82,4,8,47,0.25531914893617,20,1988-1989
1508,Bo Berglund,RW,180,94,2,2,10,0.4,6,1985-1986
1511,Per-Erik Eklund,C,188,93,3,17,53,0.377358490566038,10,1993-1994
1518,Ulf Isaksson,F,185,88,7,15,50,0.44,10,1982-1983
1521,Mats Thelin,D,180,96,1,3,59,0.0677966101694915,69,1986-1987
1527,H・Ekan Loob,RW,188,90,27,58,79,1.07594936708861,44,1988-1989
1529,Patrik Sundstr・Em,RW,191,91,1,3,17,0.235294117647059,8,1991-1992
1539,Bengt-ﾅke Gustafsson,C,185,89,18,51,72,0.958333333333333,18,1988-1989
1541,Anders H・Ekansson,LW,179,83,4,1,38,0.131578947368421,8,1985-1986
1544,Thomas Gradin,C,183,88,12,31,64,0.671875,18,1986-1987
1547,Stefan Persson,D,181,89,1,19,56,0.357142857142857,40,1985-1986
1551,B・Erje Salming,D,183,77,2,17,49,0.387755102040816,52,1989-1990
1552,Anders Eldebrink,D,193,99,2,3,17,0.294117647058824,8,1982-1983
1556,Bengt Lundholm,LW,179,82,3,5,16,0.5,6,1985-1986
1557,J・Ergen Pettersson,LW,187,93,13,21,70,0.485714285714286,12,1985-1986
1560,Dan Labraaten,LW,176,76,10,12,43,0.511627906976744,6,1981-1982
1561,Kent-Erik Andersson,F,183,102,5,15,63,0.317460317460317,8,1983-1984
1563,Lars Lindgren,D,191,96,3,16,66,0.287878787878788,37,1983-1984
1564,Per-Olov Brasar,LW,172,78,6,12,53,0.339622641509434,6,1981-1982
1568,Willy Lindstr・Em,RW,185,90,10,13,60,0.383333333333333,6,1986-1987
1576,Anders Kallur,F,180,86,10,8,51,0.352941176470588,26,1984-1985
1578,Peter Wallin,RW,177,77,2,9,40,0.275,12,1981-1982
1579,Anders Hedberg,RW,188,88,20,31,64,0.796875,10,1984-1985
1583,Roland Stoltz,RW,183,80,2,2,14,0.285714285714286,14,1981-1982
1601,Pavel Patera,C,191,98,1,3,20,0.2,4,2000-2001
1635,Brian Rafalski,D,180,91,4,44,63,0.761904761904762,22,2010-2011
1668,Jaroslav Spacek,D,185,91,5,10,46,0.326086956521739,8,2011-2012
1696,Ville Peltonen,LW,163,68,12,19,79,0.392405063291139,31,2008-2009
1710,Mike Stapleton,C,190,101,2,6,52,0.153846153846154,10,2000-2001
1797,Petteri Nummelin,D,185,87,2,7,27,0.333333333333333,2,2007-2008
1802,Christian Ruuttu,C,183,84,7,11,45,0.4,29,1994-1995
1838,Viktors Ignatjevs,D,185,88,0,1,11,0.0909090909090909,6,1998-1999
1843,Andrew Schneider,LW,188,82,0,0,10,0,15,1993-1994
1862,Mika Alatalo,RW,180,88,7,12,70,0.271428571428571,22,2000-2001
1874,Ville Sir・En,D,183,91,1,13,53,0.264150943396226,60,1989-1990
1876,Timo Jutila,D,187,94,1,5,10,0.6,13,1984-1985
1889,Lars Molin,C,185,96,6,7,42,0.30952380952381,4,1983-1984
1892,Raimo Helminen,C,175,77,1,11,24,0.5,4,1988-1989
1896,Janne Ojanen,C,188,107,4,9,31,0.419354838709677,14,1992-1993
1907,Marek Malik,D,175,79,0,5,42,0.119047619047619,36,2008-2009
1908,Ilya Byakin,D,173,78,0,5,13,0.384615384615385,14,1994-1995
1910,Mikko M・Ekel・E,RW,188,98,1,2,11,0.272727272727273,0,1994-1995
1913,Timo Blomqvist,D,193,103,0,2,20,0.1,29,1986-1987
1916,R・Ebert Petrovick,C,185,95,0,0,11,0,4,2000-2001
1919,Frantisek Kaberle,D,175,75,1,7,30,0.266666666666667,8,2008-2009
1920,David Vborn,C,183,82,7,19,66,0.393939393939394,34,2007-2008
1926,Miloslav Horava,D,193,100,1,6,29,0.241379310344828,12,1990-1991
1934,Robert Schnabel,D,178,77,0,3,20,0.15,34,2003-2004
1955,Henrik Tallinder,D,175,69,2,6,64,0.125,34,2013-2014
1972,Ulf Nilsson,C,188,95,2,4,10,0.6,2,1982-1983
2009,Brian Felsner,C,184,84,1,3,12,0.333333333333333,12,1997-1998
2015,Andr・E Faust,C,185,93,8,5,37,0.351351351351351,10,1993-1994
2021,Tom Wandell,C,178,77,1,0,18,0.0555555555555556,4,2012-2013
2045,Niclas Bergfors,RW,188,91,1,1,11,0.181818181818182,2,2011-2012
2089,Zarley Zalapski,D,180,83,0,2,12,0.166666666666667,6,1999-2000
2093,Hannes Hyv・Enen,RW,180,82,4,5,36,0.25,22,2002-2003
2146,Kari Eloranta,D,195,103,1,6,13,0.538461538461538,9,1986-1987
2163,Jarmo Kek・El・Einen,LW,188,92,1,5,28,0.214285714285714,14,1993-1994
2349,Johan Harju,LW,180,79,1,2,10,0.3,2,2010-2011
2368,Jannik Hansen,RW,191,98,2,12,46,0.304347826086957,15,2017-2018
2616,Douglas Murray,D,185,88,0,2,53,0.0377358490566038,42,2013-2014
2621,Carl Gunnarsson,D,176,75,3,4,25,0.28,6,2018-2019
2640,Niklas Hjalmarsson,D,195,96,0,10,82,0.121951219512195,44,2018-2019
2657,Sami Kapanen,LW,185,84,5,3,74,0.108108108108108,16,2007-2008
2658,Janne Niinimaa,D,180,80,0,3,41,0.0731707317073171,36,2006-2007
2661,Ville Nieminen,LW,185,95,1,1,44,0.0454545454545455,43,2006-2007
2663,Sami Helenius,D,183,93,0,1,15,0.0666666666666667,34,2002-2003
2664,Kimmo Timonen,D,194,92,0,0,16,0,2,2014-2015
2665,Toni Dahlman,RW,178,79,1,0,12,0.0833333333333333,0,2002-2003
2666,Jyrki Lumme,D,175,85,6,11,73,0.232876712328767,46,2002-2003
2669,Saku Koivu,C,180,83,11,18,65,0.446153846153846,46,2013-2014
2672,Sami Salo,D,183,84,4,13,71,0.23943661971831,18,2013-2014
2673,Jarkko Ruutu,LW,183,86,3,9,73,0.164383561643836,97,2010-2011
2676,Jani Rita,LW,180,79,6,4,51,0.196078431372549,10,2005-2006
2678,Toni Lydman,D,171,79,0,6,35,0.171428571428571,12,2012-2013
2679,Olli Jokinen,C,186,93,4,6,62,0.161290322580645,28,2014-2015
2680,Niklas Hagman,LW,188,91,9,14,71,0.323943661971831,14,2011-2012
2683,Teemu Sel・Enne,RW,183,84,9,18,64,0.421875,12,2013-2014
2684,Teppo Numminen,D,188,89,2,15,57,0.298245614035088,22,2008-2009
2685,Ossi V・E・En・Enen,D,178,91,1,10,49,0.224489795918367,22,2008-2009
2686,Mikko Eloranta,LW,180,81,5,12,75,0.226666666666667,56,2002-2003
2687,Jere Lehtinen,LW,178,82,4,13,58,0.293103448275862,8,2009-2010
2688,Niko Kapanen,C,180,79,10,18,79,0.354430379746835,34,2007-2008
2689,Tony Salmelainen,LW,188,84,6,11,57,0.298245614035088,26,2006-2007
2695,Tuomo Ruutu,LW,175,82,0,1,33,0.0303030303030303,8,2015-2016
2696,Mikko Koivu,C,171,75,8,21,48,0.604166666666667,22,2018-2019
2698,Antti Miettinen,W,178,79,3,2,22,0.227272727272727,2,2012-2013
2703,Antti Aalto,C,185,86,1,1,12,0.166666666666667,2,2000-2001
2704,Juha Yl・Enen,C,180,84,4,11,80,0.1875,10,2001-2002
2705,Esa Tikkanen,LW,179,82,0,3,32,0.09375,38,1998-1999
2706,Jari Kurri,RW,185,100,5,17,70,0.314285714285714,12,1997-1998
2708,Sean Bergenheim,LW,186,76,9,10,56,0.339285714285714,40,2014-2015
2709,Jukka Hentunen,RW,185,96,4,5,38,0.236842105263158,4,2001-2002
2711,Tommi Santala,C,185,86,1,5,30,0.2,24,2006-2007
2713,Esa Pirnes,C,180,79,3,8,57,0.192982456140351,12,2003-2004
2716,Jussi Jokinen,W,174,75,5,12,60,0.283333333333333,12,2017-2018
2717,Lasse Kukkonen,D,178,84,0,2,22,0.0909090909090909,10,2008-2009
2719,Matti Hagman,C,184,83,21,38,72,0.819444444444444,18,1981-1982
2900,Reijo Ruotsalainen,D,193,92,3,12,41,0.365853658536585,20,1989-1990
2926,Hannu J・Ervenp・E・E,RW,185,92,4,7,53,0.207547169811321,41,1988-1989
3193,Jussi Timonen,D,183,91,0,4,14,0.285714285714286,6,2006-2007
3197,Valtteri Filppula,C,179,79,17,14,72,0.430555555555556,16,2018-2019
3214,Ole-Kristian Tollefsen,D,188,93,0,2,18,0.111111111111111,23,2009-2010
3230,Ilkka Pikkarainen,RW,178,82,1,3,31,0.129032258064516,10,2009-2010
3315,Tuomas Gr・Enman,D,173,77,1,2,22,0.136363636363636,25,1997-1998
3317,Jere Karalahti,D,178,77,0,2,45,0.0444444444444444,41,2001-2002
3336,Anssi Melamets・E,C,179,86,0,3,27,0.111111111111111,2,1985-1986
3338,Arto Javanainen,RW,186,100,4,1,14,0.357142857142857,2,1984-1985
3346,Iiro J・Ervi,RW,183,79,7,13,41,0.48780487804878,18,1989-1990
3351,Hannu Virta,D,185,98,5,23,47,0.595744680851064,16,1985-1986
3353,Jyrki Sepp・E,D,185,98,0,2,13,0.153846153846154,6,1983-1984
3360,Petri Skriko,LW,185,88,4,3,17,0.411764705882353,6,1992-1993
3363,Risto Siltanen,D,183,86,10,29,66,0.590909090909091,32,1986-1987
3370,Tapio Levo,D,183,91,7,40,73,0.643835616438356,22,1982-1983
3403,Kari Jalonen,C,191,114,0,3,12,0.25,0,1983-1984
3574,Jan Caloun,RW,185,91,0,3,11,0.272727272727273,2,2000-2001
3578,Ladislav Benysek,D,180,82,0,0,14,0,8,2002-2003
3579,Roman Vopat,C,183,91,0,3,54,0.0555555555555556,90,1998-1999
3583,Cory Murphy,D,183,86,2,1,12,0.25,2,2009-2010
3587,Glen Metropolit,C,178,82,16,13,69,0.420289855072464,24,2009-2010
3633,Marek Zidlicky,D,180,81,4,12,53,0.30188679245283,20,2015-2016
3637,Patrik Berglund,C,178,79,2,2,23,0.173913043478261,6,2018-2019
3644,Shjon Podein,LW,175,82,4,6,68,0.147058823529412,28,2002-2003
3656,Eric Staal,C,193,89,22,30,81,0.641975308641975,34,2018-2019
3658,Rick Nash,LW,191,93,21,13,71,0.47887323943662,28,2017-2018
3659,Jay Bouwmeester,D,178,74,3,14,78,0.217948717948718,40,2018-2019
3660,Ilya Kovalchuk,LW,178,80,16,18,64,0.53125,10,2018-2019
3661,Jason Spezza,C,183,89,8,19,76,0.355263157894737,29,2018-2019
3662,Alexander Svitov,C,180,82,7,11,76,0.236842105263158,145,2006-2007
3666,Patrik Stefan,C,180,85,5,6,41,0.268292682926829,10,2006-2007
3667,Vincent Lecavalier,C,176,83,10,8,49,0.36734693877551,22,2015-2016
3668,David Legwand,C,184,89,5,9,79,0.177215189873418,14,2015-2016
3670,Joe Thornton,C,184,77,16,35,73,0.698630136986301,20,2018-2019
3671,Patrick Marleau,C,194,94,16,21,82,0.451219512195122,28,2018-2019
3682,Nicklas B・Eckstr・Em,C,180,84,22,52,80,0.925,30,2018-2019
3683,Patric H・Ernqvist,RW,190,88,18,19,69,0.536231884057971,26,2018-2019
3722,Kent Manderville,C,178,77,2,5,82,0.0853658536585366,46,2002-2003
3732,Daniel Tkaczuk,C,184,86,4,7,19,0.578947368421053,14,2000-2001
3733,Jeff Ulmer,C,188,95,3,0,21,0.142857142857143,8,2000-2001
4008,Linus Omark,LW,180,83,0,2,14,0.142857142857143,6,2013-2014
4081,Alexander Edler,D,185,90,10,24,56,0.607142857142857,54,2018-2019
4087,Joakim Andersson,C,175,86,1,2,29,0.103448275862069,6,2015-2016
4127,Sami Lepist・E,D,183,86,1,2,26,0.115384615384615,4,2011-2012
4128,Petteri Nokelainen,C,193,93,3,4,56,0.125,37,2011-2012
4152,Anton Str・Elman,D,180,82,2,15,47,0.361702127659574,8,2018-2019
4198,Christoph Brandner,LW,180,91,4,5,35,0.257142857142857,8,2003-2004
4202,Viktor St・Elberg,LW,175,82,11,5,75,0.213333333333333,41,2016-2017
4218,Jesse Joensuu,LW,185,88,2,2,20,0.2,14,2014-2015
4229,Beno・Et Pouliot,LW,186,87,13,6,74,0.256756756756757,22,2017-2018
4230,Alexander Ovechkin,LW,190,92,51,38,81,1.09876543209877,40,2018-2019
4231,Yevgeni Malkin,C,174,74,21,51,68,1.05882352941176,89,2018-2019
4232,Bob Nystrom,RW,188,104,1,1,14,0.142857142857143,16,1985-1986
4233,Anze Kopitar,C,187,88,22,38,81,0.740740740740741,30,2018-2019
4279,Lennart Petrell,LW,183,88,3,6,35,0.257142857142857,4,2012-2013
4281,Petri Kontiola,C,180,78,0,5,12,0.416666666666667,6,2007-2008
4295,Mikael Backlund,C,178,80,21,26,77,0.61038961038961,52,2018-2019
4317,Bryan Muir,D,173,77,3,4,26,0.269230769230769,42,2006-2007
4321,Brendan Morrison,C,179,78,4,7,39,0.282051282051282,12,2011-2012
4322,Mike Knuble,RW,180,82,4,4,28,0.285714285714286,20,2012-2013
4341,Andrew Peters,LW,180,80,0,0,29,0,93,2009-2010
4375,Shawn Horcoff,C,183,80,6,9,59,0.254237288135593,34,2015-2016
4376,Daniel Cleary,RW,197,96,1,1,17,0.117647058823529,6,2014-2015
4407,Mario Kempe,W,173,68,4,5,52,0.173076923076923,18,2018-2019
4485,Ric Jackman,D,178,79,2,10,31,0.387096774193548,20,2006-2007
4487,Michael Ryder,RW,182,82,6,13,47,0.404255319148936,30,2014-2015
4506,Justin Williams,RW,185,82,23,30,82,0.646341463414634,44,2018-2019
4518,Brett McLean,C,183,84,7,12,80,0.2375,29,2008-2009
4519,Vadim Sharifyanov,LW,183,85,5,5,37,0.27027027027027,22,1999-2000
4520,Byron Ritchie,C,185,85,3,8,71,0.154929577464789,80,2007-2008
4530,Zdeno Ch・Era,D,190,86,5,9,62,0.225806451612903,57,2018-2019
4532,Marcel Hossa,LW,178,84,1,7,50,0.16,28,2007-2008
4567,Carl Hagelin,LW,171,68,5,14,58,0.327586206896552,30,2018-2019
4701,Mike Comrie,C,178,75,1,5,21,0.285714285714286,18,2010-2011
4723,Brad Richards,C,186,81,10,18,68,0.411764705882353,8,2015-2016
4727,Bryan McCabe,D,180,88,7,21,67,0.417910447761194,34,2010-2011
4746,Tyler Arnason,C,178,79,5,17,71,0.309859154929577,14,2008-2009
5214,Richard Park,RW,183,94,7,7,54,0.259259259259259,12,2011-2012
5215,Trent Hunter,RW,183,91,2,5,38,0.184210526315789,8,2011-2012
5369,Dan Boyle,D,188,88,10,14,74,0.324324324324324,30,2015-2016
5371,Francis Bouillon,D,178,66,2,4,52,0.115384615384615,34,2013-2014
5372,Taylor Pyatt,LW,188,89,4,1,56,0.0892857142857143,20,2013-2014
5373,Jamal Mayers,RW,178,88,0,2,19,0.105263157894737,16,2012-2013
5504,Oscar M・Eller,LW,181,84,1,3,13,0.307692307692308,2,2010-2011
5519,Pavel Kubina,D,183,84,3,12,69,0.217391304347826,74,2011-2012
5521,Jean-Luc Grand-Pierre,D,180,86,3,2,56,0.0892857142857143,52,2003-2004
5522,Ladislav Nagy,LW,180,84,9,17,38,0.684210526315789,18,2007-2008
5528,Manny Malhotra,C,182,75,1,3,58,0.0689655172413793,12,2014-2015
5529,Jonathan Cheechoo,RW,175,79,5,9,61,0.229508196721311,20,2009-2010
5530,Adrian Aucoin,D,178,86,0,4,36,0.111111111111111,19,2012-2013
5531,Karlis Skrastins,D,194,93,3,5,74,0.108108108108108,38,2010-2011
5532,Todd White,C,188,95,1,1,18,0.111111111111111,2,2010-2011
5533,Mark Mowers,C,178,73,1,0,17,0.0588235294117647,8,2007-2008
5534,Dan Hinote,RW,175,75,1,4,51,0.0980392156862745,64,2008-2009
5535,Drake Berehowsky,D,175,82,6,18,56,0.428571428571429,67,2003-2004
5545,Erik Gustafsson,D,188,84,2,8,31,0.32258064516129,6,2013-2014
5638,Scott Thornton,LW,188,93,5,3,47,0.170212765957447,39,2007-2008
5671,Kyle Calder,LW,183,84,0,2,14,0.142857142857143,8,2009-2010
5672,Marc-Andr・E Bergeron,D,171,79,1,8,25,0.36,9,2012-2013
5673,Ronald Petrovick,RW,184,81,3,3,31,0.193548387096774,28,2006-2007
5675,Shawn McEachern,LW,180,84,2,6,28,0.285714285714286,22,2005-2006
5676,Branko Radivojevic,RW,178,88,7,10,73,0.232876712328767,48,2007-2008
5677,Steve Staios,D,178,86,0,8,65,0.123076923076923,53,2011-2012
5682,Paul Stanton,D,178,89,0,4,18,0.222222222222222,9,1994-1995
5687,Mike Johnson,RW,183,91,2,3,21,0.238095238095238,8,2007-2008
5693,Georges Laraque,RW,183,84,1,2,28,0.107142857142857,28,2009-2010
5854,Lubos Bartecko,LW,180,82,7,9,37,0.432432432432432,8,2002-2003
5995,Lars Eller,C,178,75,13,23,81,0.444444444444444,37,2018-2019
5996,Mikkel B・Edker,LW,183,72,7,28,71,0.492957746478873,6,2018-2019
6007,Victor Hedman,D,185,86,12,42,70,0.771428571428571,44,2018-2019
6013,Mattias Tedenby,LW,190,86,1,0,15,0.0666666666666667,10,2013-2014
6014,Magnus P・E・Ej・Ervi,LW,185,86,11,8,80,0.2375,6,2018-2019
6016,Anton Lander,C,178,82,1,3,22,0.181818181818182,6,2016-2017
6020,Calle J・Ernkrok,C,185,82,10,16,79,0.329113924050633,12,2018-2019
6051,Tim Erixon,D,188,90,2,5,42,0.166666666666667,14,2014-2015
6146,Sidney Crosby,C,184,85,35,65,79,1.26582278481013,36,2018-2019
6223,Gustav Nyquist,RW,191,93,22,38,81,0.740740740740741,12,2018-2019
6225,Marcus Johansson,LW,178,84,13,17,58,0.517241379310345,8,2018-2019
6365,Andr・E Savage,RW,188,91,2,1,16,0.1875,4,2002-2003
6562,Jakob Silfverberg,RW,185,84,24,19,73,0.589041095890411,28,2018-2019
6626,Andreas Engqvist,C,183,86,0,0,12,0,4,2011-2012
6665,Jiri Hudler,LW,180,76,3,8,32,0.34375,4,2016-2017
6666,Andrei Kostitsyn,LW,183,91,16,20,72,0.5,26,2011-2012
6667,Chris Bourque,LW,180,83,1,3,18,0.222222222222222,6,2012-2013
6668,Andrew Ladd,LW,191,81,3,8,26,0.423076923076923,16,2018-2019
6669,Eric Nystrom,LW,184,86,7,0,46,0.152173913043478,20,2015-2016
6913,David Ullstr・Em,C,175,86,2,3,20,0.25,6,2012-2013
7045,Alexander Urbom,D,197,91,1,1,20,0.1,19,2013-2014
7110,Justin Mapletoft,C,183,88,1,4,27,0.185185185185185,6,2003-2004
7114,Jason Bonsignore,C,183,91,0,3,23,0.130434782608696,8,1998-1999
7287,Jaroslav Hlinka,C,180,91,8,20,63,0.444444444444444,16,2007-2008
7303,Pavel Trnka,D,185,79,3,13,67,0.238805970149254,51,2003-2004
7418,Ville Leino,LW,180,74,0,15,58,0.258620689655172,10,2013-2014
7440,Ville Koistinen,D,170,70,1,3,17,0.235294117647059,8,2009-2010
7526,Mika Py・Er・El・E,LW,176,75,2,2,36,0.111111111111111,10,2009-2010
7556,Anssi Salmela,D,185,88,1,6,48,0.145833333333333,14,2010-2011
7587,Antti Pihlstr・Em,LW,170,79,2,5,53,0.132075471698113,10,2008-2009
7617,Leo Komarov,W,182,85,6,20,82,0.317073170731707,42,2018-2019
7655,Jacob Josefson,C,178,81,2,2,39,0.102564102564103,6,2017-2018
7693,Oliver Ekman Larsson,D,185,84,14,30,81,0.54320987654321,52,2018-2019
7914,Patrick O'Sullivan,C,183,82,2,2,23,0.173913043478261,2,2011-2012
7957,Joonas Kemppainen,C,190,80,2,3,44,0.113636363636364,4,2015-2016
8042,Jori Lehter・E,C,180,79,1,2,27,0.111111111111111,33,2018-2019
8289,Lance Ward,D,185,82,0,4,46,0.0869565217391304,94,2003-2004
